region,oktmo,year,Стоимость фиксированного набора потребительских товаров и услуг,Индекс бюджетных расходов
Псковская область,58000000,2004,3497.84,
Псковская область,58000000,2005,4067.04,0.9548
Псковская область,58000000,2006,4598.01,0.9721
Псковская область,58000000,2007,5404.33,0.9621
Псковская область,58000000,2008,6400.25,0.9657
Псковская область,58000000,2009,7024.01,0.956
Псковская область,58000000,2010,7954.01,1.005
Псковская область,58000000,2011,8474.76,0.973
Псковская область,58000000,2012,9259,0.98
Псковская область,58000000,2013,10135.47,0.948
Псковская область,58000000,2014,11701.87,0.949
Псковская область,58000000,2015,13060.29,0.967
Псковская область,58000000,2016,13811,0.973
Псковская область,58000000,2017,14173.46,0.973
Псковская область,58000000,2018,15024.63,0.974
Псковская область,58000000,2019,15055.75,0.969
Псковская область,58000000,2020,15909.88,0.971
Псковская область,58000000,2021,16967.68,0.964
Псковская область,58000000,2022,18826.98,0.961
Псковская область,58000000,2023,19893.68,0.961
Псковская область,58000000,2024,21710.18,0.961
Псковская область,58000000,2025,24270.95,0.941
Республика Адыгея,79000000,2000,,
Республика Адыгея,79000000,2001,,
Республика Адыгея,79000000,2002,2757.62,
Республика Адыгея,79000000,2003,3159.51,
Республика Адыгея,79000000,2004,3749.54,
Республика Адыгея,79000000,2005,4411.02,0.8029
Республика Адыгея,79000000,2006,5066.41,0.88
Республика Адыгея,79000000,2007,5560.62,0.8564
Республика Адыгея,79000000,2008,6382.23,0.8673
Республика Адыгея,79000000,2009,7007.08,0.857
Республика Адыгея,79000000,2010,7883.25,0.83
Республика Адыгея,79000000,2011,8239.38,0.824
Республика Адыгея,79000000,2012,8846.99,0.825
Республика Адыгея,79000000,2013,9433.12,0.835
Республика Адыгея,79000000,2014,11224.46,0.824
Республика Адыгея,79000000,2015,12472.79,0.829
Республика Адыгея,79000000,2016,13243.84,0.838
Республика Адыгея,79000000,2017,13649.9,0.834
Республика Адыгея,79000000,2018,14217.73,0.834
Республика Адыгея,79000000,2019,14557.05,0.839
Республика Адыгея,79000000,2020,15370.44,0.833
Республика Адыгея,79000000,2021,16651.88,0.832
Республика Адыгея,79000000,2022,18096.63,0.832
Республика Адыгея,79000000,2023,19135.29,0.832
Республика Адыгея,79000000,2024,20342.13,0.832
Республика Адыгея,79000000,2025,21809.74,0.824
Республика Алтай,84000000,2000,,
Республика Алтай,84000000,2001,,
Республика Алтай,84000000,2002,2980.67,
Республика Алтай,84000000,2003,3446.33,
Республика Алтай,84000000,2004,3985.43,
Республика Алтай,84000000,2005,4581.86,1.9416
Республика Алтай,84000000,2006,5011.62,2.0993
Республика Алтай,84000000,2007,5943.95,2.0286
Республика Алтай,84000000,2008,6728.8,1.9455
Республика Алтай,84000000,2009,8122.02,1.963
Республика Алтай,84000000,2010,9073.59,1.999
Республика Алтай,84000000,2011,9106.32,1.925
Республика Алтай,84000000,2012,10299.32,1.87
Республика Алтай,84000000,2013,11181.91,1.846
Республика Алтай,84000000,2014,13241.01,1.87
Республика Алтай,84000000,2015,14774.01,1.916
Республика Алтай,84000000,2016,15551.77,1.944
Республика Алтай,84000000,2017,15835.64,1.918
Республика Алтай,84000000,2018,15935.59,1.747
Республика Алтай,84000000,2019,16262.86,1.699
Республика Алтай,84000000,2020,17244.1,1.69
Республика Алтай,84000000,2021,18805.55,1.683
