region,oktmo,year,Стоимость фиксированного набора потребительских товаров и услуг,Индекс бюджетных расходов
Коми-Пермяцкий автономный округ,57800000,2015,,
Коми-Пермяцкий автономный округ,57800000,2016,,
Коми-Пермяцкий автономный округ,57800000,2017,,
Коми-Пермяцкий автономный округ,57800000,2018,,
Коми-Пермяцкий автономный округ,57800000,2019,,
Коми-Пермяцкий автономный округ,57800000,2020,,
Коми-Пермяцкий автономный округ,57800000,2021,,
Коми-Пермяцкий автономный округ,57800000,2022,,
Коми-Пермяцкий автономный округ,57800000,2023,,
Коми-Пермяцкий автономный округ,57800000,2024,,
Коми-Пермяцкий автономный округ,57800000,2025,,
Корякский автономный округ,30800000,2000,,
Корякский автономный округ,30800000,2001,,
Корякский автономный округ,30800000,2002,6644.22,
Корякский автономный округ,30800000,2003,7282.33,
Корякский автономный округ,30800000,2004,8034.65,
Корякский автономный округ,30800000,2005,9007.38,6.8584
Корякский автономный округ,30800000,2006,14379.46,
Корякский автономный округ,30800000,2007,6068.25,6.7555
Корякский автономный округ,30800000,2008,,
Корякский автономный округ,30800000,2009,,
Корякский автономный округ,30800000,2010,,
Корякский автономный округ,30800000,2011,,
Корякский автономный округ,30800000,2012,,
Корякский автономный округ,30800000,2013,,
Корякский автономный округ,30800000,2014,,
Корякский автономный округ,30800000,2015,,
Корякский автономный округ,30800000,2016,,
Корякский автономный округ,30800000,2017,,
Корякский автономный округ,30800000,2018,,
Корякский автономный округ,30800000,2019,,
Корякский автономный округ,30800000,2020,,
Корякский автономный округ,30800000,2021,,
Корякский автономный округ,30800000,2022,,
Корякский автономный округ,30800000,2023,,
Корякский автономный округ,30800000,2024,,
Корякский автономный округ,30800000,2025,,
Костромская область,34000000,2000,,
Костромская область,34000000,2001,,
Костромская область,34000000,2002,2714.72,
Костромская область,34000000,2003,3111.03,
Костромская область,34000000,2004,3509.48,
Костромская область,34000000,2005,3930.18,0.8783
Костромская область,34000000,2006,4339.36,0.9043
Костромская область,34000000,2007,5098.3,0.8896
Костромская область,34000000,2008,5963.12,0.8759
Костромская область,34000000,2009,6685.12,0.882
Костромская область,34000000,2010,7781.65,0.883
Костромская область,34000000,2011,8353.69,0.897
Костромская область,34000000,2012,9071.9,0.914
Костромская область,34000000,2013,10026.45,0.889
Костромская область,34000000,2014,10948.51,0.898
Костромская область,34000000,2015,12145.56,0.9
Костромская область,34000000,2016,12923.35,0.902
Костромская область,34000000,2017,13423.85,0.904
Костромская область,34000000,2018,13614.09,0.906
Костромская область,34000000,2019,14129.7,0.905
Костромская область,34000000,2020,15711.12,0.903
Костромская область,34000000,2021,16985.53,0.912
Костромская область,34000000,2022,18769.35,0.925
Костромская область,34000000,2023,19504.18,0.925
Костромская область,34000000,2024,21260.09,0.925
Костромская область,34000000,2025,22949.34,0.905
Краснодарский край,3000000,2000,,
Краснодарский край,3000000,2001,,
Краснодарский край,3000000,2002,2991.83,
Краснодарский край,3000000,2003,3351,
Краснодарский край,3000000,2004,3921.28,
Краснодарский край,3000000,2005,4545.36,0.8147
Краснодарский край,3000000,2006,4992.36,0.8499
Краснодарский край,3000000,2007,5735.57,0.8506
Краснодарский край,3000000,2008,6630.15,0.8217
Краснодарский край,3000000,2009,7691.8,0.814
Краснодарский край,3000000,2010,8757.39,0.803
Краснодарский край,3000000,2011,8854.4,0.832
Краснодарский край,3000000,2012,9382.25,0.82
Краснодарский край,3000000,2013,10305.89,0.822
Краснодарский край,3000000,2014,12346.27,0.813
Краснодарский край,3000000,2015,14034.41,0.826
Краснодарский край,3000000,2016,14905.27,0.843
Краснодарский край,3000000,2017,15330.51,0.848
Краснодарский край,3000000,2018,16128.36,0.851
Краснодарский край,3000000,2019,16564.51,0.857
Краснодарский край,3000000,2020,17332.73,0.859
Краснодарский край,3000000,2021,18803.33,0.858
Краснодарский край,3000000,2022,20786.95,0.855
Краснодарский край,3000000,2023,22026.58,0.855
Краснодарский край,3000000,2024,24400,0.855
Краснодарский край,3000000,2025,26436.2,0.865
Красноярский край,4000000,2000,,
Красноярский край,4000000,2001,,
Красноярский край,4000000,2002,3572.81,
Красноярский край,4000000,2003,3997.26,
Красноярский край,4000000,2004,4491.88,
Красноярский край,4000000,2005,4948.77,1.4733
Красноярский край,4000000,2006,5598.56,1.3915
Красноярский край,4000000,2007,6405.78,1.3546
Красноярский край,4000000,2008,7312.9,1.3294
Красноярский край,4000000,2009,7997.54,1.433
Красноярский край,4000000,2010,9015.34,1.415
Красноярский край,4000000,2011,9614.35,1.403
Красноярский край,4000000,2012,10477.71,1.371
Красноярский край,4000000,2013,11302.68,1.364
Красноярский край,4000000,2014,12291.78,1.366
Красноярский край,4000000,2015,13761.95,1.361
Красноярский край,4000000,2016,14668.8,1.352
Красноярский край,4000000,2017,14980.59,1.358
Красноярский край,4000000,2018,15682.42,1.356
Красноярский край,4000000,2019,16285.67,1.347
Красноярский край,4000000,2020,17035.31,1.345
Красноярский край,4000000,2021,18681.06,1.354
Красноярский край,4000000,2022,20642.24,1.358
Красноярский край,4000000,2023,21999.13,1.358
Красноярский край,4000000,2024,24718.65,1.358
Красноярский край,4000000,2025,26806.32,1.325
Крымский федеральный округ,0,2000,,
Крымский федеральный округ,0,2001,,
Крымский федеральный округ,0,2002,,
Крымский федеральный округ,0,2003,,
Крымский федеральный округ,0,2004,,
Крымский федеральный округ,0,2005,,
Крымский федеральный округ,0,2006,,
Крымский федеральный округ,0,2007,,
Крымский федеральный округ,0,2008,,
Крымский федеральный округ,0,2009,,
Крымский федеральный округ,0,2010,,
Крымский федеральный округ,0,2011,,
Крымский федеральный округ,0,2012,,
Крымский федеральный округ,0,2013,,
Крымский федеральный округ,0,2014,,
Крымский федеральный округ,0,2015,11611.83,
Крымский федеральный округ,0,2016,,
Крымский федеральный округ,0,2017,,
Крымский федеральный округ,0,2018,,
Крымский федеральный округ,0,2019,,
Крымский федеральный округ,0,2020,,
Крымский федеральный округ,0,2021,,
Крымский федеральный округ,0,2022,,
Крымский федеральный округ,0,2023,,
Крымский федеральный округ,0,2024,,
Крымский федеральный округ,0,2025,,
Курганская область,37000000,2000,,
Курганская область,37000000,2001,,
Курганская область,37000000,2002,2895.69,
Курганская область,37000000,2003,3291.36,
Курганская область,37000000,2004,3665.94,
Курганская область,37000000,2005,4146.11,1.0124
Курганская область,37000000,2006,4639.13,0.972
Курганская область,37000000,2007,5375.8,0.981
Курганская область,37000000,2008,6162.95,0.9739
Курганская область,37000000,2009,6806.37,0.969
Курганская область,37000000,2010,7728.08,0.956
Курганская область,37000000,2011,8381.46,0.966
Курганская область,37000000,2012,9015.94,0.98
Курганская область,37000000,2013,9676.39,0.983
Курганская область,37000000,2014,11069.72,0.985
Курганская область,37000000,2015,12602.47,0.996
Курганская область,37000000,2016,13520.69,1.004
Курганская область,37000000,2017,13772.87,1.018
Курганская область,37000000,2018,14495.74,1.021
Курганская область,37000000,2019,14882.87,1.019
Курганская область,37000000,2020,15579.47,1.02
Курганская область,37000000,2021,16881.72,1.02
Курганская область,37000000,2022,18298.73,1.019
Курганская область,37000000,2023,19246.55,1.019
Курганская область,37000000,2024,21253.89,1.019
Курганская область,37000000,2025,23158.15,1.034
Курская область,38000000,2000,,
Курская область,38000000,2001,,
Курская область,38000000,2002,2805.92,
Курская область,38000000,2003,3445.45,
Курская область,38000000,2004,3867.17,
Курская область,38000000,2005,4284.98,0.8946
Курская область,38000000,2006,4587.34,0.8847
Курская область,38000000,2007,5421.38,0.913
Курская область,38000000,2008,6386.41,0.9019
Курская область,38000000,2009,6998,0.912
Курская область,38000000,2010,8189.6,0.906
Курская область,38000000,2011,8436.66,0.922
Курская область,38000000,2012,8913.55,0.931
Курская область,38000000,2013,9630.37,0.905
Курская область,38000000,2014,10216.51,0.894
Курская область,38000000,2015,11528.79,0.893
Курская область,38000000,2016,12308.19,0.893
Курская область,38000000,2017,12976.45,0.898
Курская область,38000000,2018,13881.08,0.906
Курская область,38000000,2019,14199.74,0.902
Курская область,38000000,2020,14964.73,0.913
Курская область,38000000,2021,16269.22,0.912
Курская область,38000000,2022,17780.68,0.915
Курская область,38000000,2023,19516.98,0.915
Курская область,38000000,2024,22415.25,0.915
Курская область,38000000,2025,24058.48,0.917
Ленинградская область,41000000,2000,,
Ленинградская область,41000000,2001,,
Ленинградская область,41000000,2002,3084.26,
Ленинградская область,41000000,2003,3485.84,
Ленинградская область,41000000,2004,4082.72,
Ленинградская область,41000000,2005,4703.12,0.8757
Ленинградская область,41000000,2006,5291.44,0.8842
Ленинградская область,41000000,2007,6076.32,0.8628
Ленинградская область,41000000,2008,6982.18,0.8692
Ленинградская область,41000000,2009,7818.69,0.862
Ленинградская область,41000000,2010,8979.27,0.914
Ленинградская область,41000000,2011,9408.74,0.871
Ленинградская область,41000000,2012,10182.45,0.876
Ленинградская область,41000000,2013,11026.1,0.876
Ленинградская область,41000000,2014,12629.11,0.88
Ленинградская область,41000000,2015,13956.69,0.89
Ленинградская область,41000000,2016,14796.17,0.895
Ленинградская область,41000000,2017,15363.26,0.895
Ленинградская область,41000000,2018,16007.04,0.893
Ленинградская область,41000000,2019,16555.69,0.893
Ленинградская область,41000000,2020,17278.97,0.888
Ленинградская область,41000000,2021,18627.64,0.884
Ленинградская область,41000000,2022,20190.95,0.875
Ленинградская область,41000000,2023,20910.16,0.875
Ленинградская область,41000000,2024,23382.07,0.875
Ленинградская область,41000000,2025,25506.26,0.887
Липецкая область,42000000,2000,,
Липецкая область,42000000,2001,,
Липецкая область,42000000,2002,2661.68,
Липецкая область,42000000,2003,3056.73,
Липецкая область,42000000,2004,3494.86,
Липецкая область,42000000,2005,3998.48,0.8012
Липецкая область,42000000,2006,4537.63,0.8152
Липецкая область,42000000,2007,5351.9,0.8318
Липецкая область,42000000,2008,6281.14,0.8292
Липецкая область,42000000,2009,7048.48,0.824
Липецкая область,42000000,2010,8028.79,0.822
Липецкая область,42000000,2011,8424.17,0.833
Липецкая область,42000000,2012,9096.65,0.846
Липецкая область,42000000,2013,9317.08,0.844
Липецкая область,42000000,2014,10407.57,0.837
Липецкая область,42000000,2015,11600.36,0.838
Липецкая область,42000000,2016,12325.74,0.84
Липецкая область,42000000,2017,12802.42,0.832
Липецкая область,42000000,2018,13466.19,0.835
Липецкая область,42000000,2019,13821.23,0.841
Липецкая область,42000000,2020,14721.11,0.848
Липецкая область,42000000,2021,16118.52,0.846
Липецкая область,42000000,2022,17804.28,0.852
Липецкая область,42000000,2023,18632.05,0.852
Липецкая область,42000000,2024,20600.28,0.852
Липецкая область,42000000,2025,22333.13,0.845
Магаданская область,44000000,2000,,
Магаданская область,44000000,2001,,
Магаданская область,44000000,2002,4512.21,
Магаданская область,44000000,2003,4997.55,
Магаданская область,44000000,2004,5696.64,
Магаданская область,44000000,2005,6459.34,4.6349
Магаданская область,44000000,2006,7194.1,4.3074
Магаданская область,44000000,2007,8255.48,4.3293
Магаданская область,44000000,2008,9760.09,4.725
Магаданская область,44000000,2009,11390.5,4.804
Магаданская область,44000000,2010,12417.24,4.824
Магаданская область,44000000,2011,13597.56,4.698
Магаданская область,44000000,2012,14800.52,4.639
Магаданская область,44000000,2013,16323.34,4.575
Магаданская область,44000000,2014,17527.71,4.601
Магаданская область,44000000,2015,19692.16,4.72
Магаданская область,44000000,2016,20576.23,4.653
Магаданская область,44000000,2017,21380.29,4.775
Магаданская область,44000000,2018,21688.21,4.756
Магаданская область,44000000,2019,22523.14,4.636
Магаданская область,44000000,2020,23605.29,4.617
Магаданская область,44000000,2021,25705.86,4.586
Магаданская область,44000000,2022,28018.58,4.516
Магаданская область,44000000,2023,29627.78,4.516
Магаданская область,44000000,2024,31424.11,4.516
Магаданская область,44000000,2025,34139.98,3.929
Москва,45000000,2000,,
Москва,45000000,2001,,
Москва,45000000,2002,4941.75,
Москва,45000000,2003,5486.31,
Москва,45000000,2004,6191.75,
Москва,45000000,2005,6999.27,0.8457
Москва,45000000,2006,7678.63,0.8709
Москва,45000000,2007,8630.7,0.9177
Москва,45000000,2008,9846.11,0.9379
Москва,45000000,2009,10754.09,0.926
Москва,45000000,2010,12225.81,0.908
Москва,45000000,2011,12992.44,0.939
Москва,45000000,2012,13948.2,0.945
Москва,45000000,2013,15417.34,0.948
Москва,45000000,2014,16910.54,0.947
Москва,45000000,2015,19274.42,0.95
Москва,45000000,2016,20714.73,0.926
Москва,45000000,2017,21437.81,0.917
Москва,45000000,2018,22200.83,0.943
Москва,45000000,2019,23022.27,0.94
Москва,45000000,2020,23868.34,0.938
Москва,45000000,2021,26094.52,0.943
Москва,45000000,2022,28583.17,0.945
Москва,45000000,2023,30981.7,0.945
Москва,45000000,2024,35151.49,0.945
Москва,45000000,2025,38465.12,1.169
Московская область,46000000,2000,,
Московская область,46000000,2001,,
Московская область,46000000,2002,3322.05,
Московская область,46000000,2003,3690.01,
Московская область,46000000,2004,4289.05,
Московская область,46000000,2005,4888.74,0.8237
Московская область,46000000,2006,5472.01,0.8713
Московская область,46000000,2007,6499.19,0.8622
Московская область,46000000,2008,7451.72,0.8766
Московская область,46000000,2009,8481.38,0.886
Московская область,46000000,2010,9455.28,0.884
Московская область,46000000,2011,9974.9,0.896
Московская область,46000000,2012,10857.69,0.893
Московская область,46000000,2013,11656.45,0.894
Московская область,46000000,2014,13195.76,0.885
Московская область,46000000,2015,14753.08,0.885
Московская область,46000000,2016,15705.99,0.9
Московская область,46000000,2017,16560.97,0.89
Московская область,46000000,2018,17163.24,0.893
Московская область,46000000,2019,17650.02,0.905
Московская область,46000000,2020,18604.46,0.908
Московская область,46000000,2021,20276.53,0.897
Московская область,46000000,2022,22506.14,0.889
Московская область,46000000,2023,23864,0.889
Московская область,46000000,2024,26618.04,0.889
Московская область,46000000,2025,30266.15,0.957
Мурманская область,47000000,2000,,
Мурманская область,47000000,2001,,
Мурманская область,47000000,2002,4532.42,
Мурманская область,47000000,2003,4961.43,
Мурманская область,47000000,2004,5617.79,
Мурманская область,47000000,2005,6286.1,1.6983
Мурманская область,47000000,2006,6962.79,1.6426
Мурманская область,47000000,2007,7790.07,1.5813
Мурманская область,47000000,2008,8979.73,1.5646
Мурманская область,47000000,2009,9963.61,1.576
Мурманская область,47000000,2010,11062.9,1.505
Мурманская область,47000000,2011,11490.32,1.58
Мурманская область,47000000,2012,12175.18,1.589
Мурманская область,47000000,2013,13128.21,1.587
Мурманская область,47000000,2014,14688.34,1.58
Мурманская область,47000000,2015,16236.07,1.587
Мурманская область,47000000,2016,17098.93,1.592
Мурманская область,47000000,2017,17702.07,1.596
Мурманская область,47000000,2018,18383.68,1.584
Мурманская область,47000000,2019,19019.69,1.584
Мурманская область,47000000,2020,19883.72,1.583
Мурманская область,47000000,2021,20996.94,1.589
Мурманская область,47000000,2022,23569.38,1.584
Мурманская область,47000000,2023,24597.07,1.584
Мурманская область,47000000,2024,27347.8,1.584
Мурманская область,47000000,2025,30357.56,1.417
Ненецкий автономный округ,11800000,2000,,
Ненецкий автономный округ,11800000,2001,,
Ненецкий автономный округ,11800000,2002,5131.92,
Ненецкий автономный округ,11800000,2003,5774.52,
Ненецкий автономный округ,11800000,2004,6795.67,
Ненецкий автономный округ,11800000,2005,7763.34,4.3611
Ненецкий автономный округ,11800000,2006,8166.71,1.6436
Ненецкий автономный округ,11800000,2007,8939.68,
Ненецкий автономный округ,11800000,2008,11152.32,
Ненецкий автономный округ,11800000,2009,13132.72,
Ненецкий автономный округ,11800000,2010,13826.54,
Ненецкий автономный округ,11800000,2011,14895.26,
Ненецкий автономный округ,11800000,2012,15227.68,
Ненецкий автономный округ,11800000,2013,15601.74,
Ненецкий автономный округ,11800000,2014,17304.08,
Ненецкий автономный округ,11800000,2015,19105.08,4.501
Ненецкий автономный округ,11800000,2016,19705.85,4.694
Ненецкий автономный округ,11800000,2017,19918.32,4.535
Ненецкий автономный округ,11800000,2018,20141.93,4.376
Ненецкий автономный округ,11800000,2019,20614.56,4.266
Ненецкий автономный округ,11800000,2020,21202.27,4.199
Ненецкий автономный округ,11800000,2021,22427.44,4.171
Ненецкий автономный округ,11800000,2022,24710.89,4.182
Ненецкий автономный округ,11800000,2023,26051.08,4.182
Ненецкий автономный округ,11800000,2024,28012.62,4.182
Ненецкий автономный округ,11800000,2025,29429.39,3.951
Нижегородская область,22000000,2000,,
Нижегородская область,22000000,2001,,
Нижегородская область,22000000,2002,2948.11,
Нижегородская область,22000000,2003,3441.13,
Нижегородская область,22000000,2004,3955.65,
Нижегородская область,22000000,2005,4501.97,0.8506
Нижегородская область,22000000,2006,5012.24,0.8563
Нижегородская область,22000000,2007,5913.06,0.8779
Нижегородская область,22000000,2008,6805.9,0.8763
Нижегородская область,22000000,2009,7166.16,0.882
Нижегородская область,22000000,2010,8107.26,0.839
Нижегородская область,22000000,2011,8608.13,0.867
Нижегородская область,22000000,2012,9355.44,0.873
Нижегородская область,22000000,2013,10246.81,0.877
Нижегородская область,22000000,2014,11677.12,0.874
Нижегородская область,22000000,2015,12978.34,0.881
Нижегородская область,22000000,2016,13917.02,0.881
Нижегородская область,22000000,2017,14530,0.884
Нижегородская область,22000000,2018,15255.74,0.896
Нижегородская область,22000000,2019,15534.17,0.899
Нижегородская область,22000000,2020,16302.48,0.901
Нижегородская область,22000000,2021,17678.72,0.894
Нижегородская область,22000000,2022,19583.89,0.89
Нижегородская область,22000000,2023,20536.23,0.89
Нижегородская область,22000000,2024,22679.22,0.89
Нижегородская область,22000000,2025,24075.7,0.863
Новгородская область,49000000,2000,,
Новгородская область,49000000,2001,,
Новгородская область,49000000,2002,2964.46,
Новгородская область,49000000,2003,3311.01,
Новгородская область,49000000,2004,3798.46,
Новгородская область,49000000,2005,4248.68,0.9236
Новгородская область,49000000,2006,4798.74,0.9704
Новгородская область,49000000,2007,5810.94,0.9448
Новгородская область,49000000,2008,6650.45,0.9439
Новгородская область,49000000,2009,7172.1,0.965
Новгородская область,49000000,2010,8050.21,0.934
Новгородская область,49000000,2011,8334.16,0.965
Новгородская область,49000000,2012,8999.43,0.971
Новгородская область,49000000,2013,9730.35,0.963
Новгородская область,49000000,2014,10983.07,0.957
Новгородская область,49000000,2015,12054.69,0.962
Новгородская область,49000000,2016,12965.29,0.965
Новгородская область,49000000,2017,13518.82,0.961
Новгородская область,49000000,2018,14358.71,0.965
Новгородская область,49000000,2019,14685.52,0.964
Новгородская область,49000000,2020,15385.05,0.965
Новгородская область,49000000,2021,16731.78,0.969
Новгородская область,49000000,2022,18145.97,0.965
Новгородская область,49000000,2023,19090.57,0.965
Новгородская область,49000000,2024,21369.74,0.965
Новгородская область,49000000,2025,23438.61,0.953
Новосибирская область,50000000,2000,,
Новосибирская область,50000000,2001,,
Новосибирская область,50000000,2002,3149.02,
Новосибирская область,50000000,2003,3506.86,
Новосибирская область,50000000,2004,3977.81,
Новосибирская область,50000000,2005,4521.69,0.9798
Новосибирская область,50000000,2006,5232.03,0.9254
Новосибирская область,50000000,2007,6043.43,0.9191
Новосибирская область,50000000,2008,6938.94,0.9468
Новосибирская область,50000000,2009,7729.78,0.945
Новосибирская область,50000000,2010,8614.84,0.939
Новосибирская область,50000000,2011,9262.1,0.948
Новосибирская область,50000000,2012,9982.96,0.968
Новосибирская область,50000000,2013,10732.95,0.951
Новосибирская область,50000000,2014,11951.32,0.947
Новосибирская область,50000000,2015,13273.99,0.962
Новосибирская область,50000000,2016,14029.12,0.956
Новосибирская область,50000000,2017,14199.6,0.952
Новосибирская область,50000000,2018,14832.31,0.952
Новосибирская область,50000000,2019,15301.67,0.947
Новосибирская область,50000000,2020,16132.77,0.947
Новосибирская область,50000000,2021,17726.74,0.945
Новосибирская область,50000000,2022,19945.64,0.94
Новосибирская область,50000000,2023,21262.11,0.94
Новосибирская область,50000000,2024,23520.07,0.94
Новосибирская область,50000000,2025,25848.74,0.95
Омская область,52000000,2000,,
Омская область,52000000,2001,,
Омская область,52000000,2002,2752,
Омская область,52000000,2003,3108.45,
Омская область,52000000,2004,3377.98,
Омская область,52000000,2005,3939.28,0.9501
Омская область,52000000,2006,4430.74,0.898
Омская область,52000000,2007,5329.48,0.8782
Омская область,52000000,2008,5976.09,0.8902
Омская область,52000000,2009,6651.36,0.899
Омская область,52000000,2010,7391.84,0.888
Омская область,52000000,2011,7714.64,0.892
Омская область,52000000,2012,8341.99,0.893
Омская область,52000000,2013,9218.97,0.886
Омская область,52000000,2014,10521.78,0.885
Омская область,52000000,2015,11512.87,0.897
Омская область,52000000,2016,12314.52,0.903
Омская область,52000000,2017,12747.74,0.902
Омская область,52000000,2018,13377.3,0.908
Омская область,52000000,2019,14003.09,0.918
Омская область,52000000,2020,14938.11,0.922
Омская область,52000000,2021,16373.28,0.926
Омская область,52000000,2022,17907.28,0.926
Омская область,52000000,2023,18732.33,0.926
Омская область,52000000,2024,20848.56,0.926
Омская область,52000000,2025,22623.99,0.915
Оренбургская область,53000000,2000,,
Оренбургская область,53000000,2001,,
Оренбургская область,53000000,2002,2766.33,
Оренбургская область,53000000,2003,3108.65,
Оренбургская область,53000000,2004,3436.83,
Оренбургская область,53000000,2005,3898.14,0.8908
Оренбургская область,53000000,2006,4338.68,0.8877
Оренбургская область,53000000,2007,5074.35,0.8869
Оренбургская область,53000000,2008,5826.88,0.899
Оренбургская область,53000000,2009,6463.43,0.904
Оренбургская область,53000000,2010,7314.04,0.898
Оренбургская область,53000000,2011,7726.32,0.892
Оренбургская область,53000000,2012,8329.64,0.9
Оренбургская область,53000000,2013,9189.41,0.905
Оренбургская область,53000000,2014,10458.72,0.902
Оренбургская область,53000000,2015,11524.41,0.914
Оренбургская область,53000000,2016,12186.93,0.921
Оренбургская область,53000000,2017,12578.52,0.927
Оренбургская область,53000000,2018,13453.4,0.925
Оренбургская область,53000000,2019,13713.3,0.924
Оренбургская область,53000000,2020,14325.55,0.927
Оренбургская область,53000000,2021,15755.28,0.928
Оренбургская область,53000000,2022,17610.57,0.927
Оренбургская область,53000000,2023,18529.77,0.927
Оренбургская область,53000000,2024,20960.45,0.927
Оренбургская область,53000000,2025,22863.32,0.92
Орловская область,54000000,2000,,
Орловская область,54000000,2001,,
Орловская область,54000000,2002,2600.37,
Орловская область,54000000,2003,2931.03,
Орловская область,54000000,2004,3382.76,
Орловская область,54000000,2005,3861.09,0.8753
Орловская область,54000000,2006,4189.99,0.846
Орловская область,54000000,2007,4834.67,0.9029
Орловская область,54000000,2008,5705.06,0.9089
Орловская область,54000000,2009,6358.24,0.896
Орловская область,54000000,2010,7157.28,0.896
Орловская область,54000000,2011,7636.4,0.907
Орловская область,54000000,2012,8132.6,0.912
Орловская область,54000000,2013,9054.63,0.901
Орловская область,54000000,2014,10551.12,0.897
Орловская область,54000000,2015,11681.84,0.917
Орловская область,54000000,2016,12461.06,0.923
Орловская область,54000000,2017,12904.25,0.931
Орловская область,54000000,2018,13542.54,0.932
Орловская область,54000000,2019,13873.07,0.928
Орловская область,54000000,2020,14606.6,0.927
Орловская область,54000000,2021,15755.15,0.924
Орловская область,54000000,2022,17563.85,0.92
Орловская область,54000000,2023,18682.67,0.92
Орловская область,54000000,2024,20828.62,0.92
Орловская область,54000000,2025,22133.05,0.899
Пензенская область,56000000,2000,,
Пензенская область,56000000,2001,,
Пензенская область,56000000,2002,2749.3,
Пензенская область,56000000,2003,2982.77,
Пензенская область,56000000,2004,3513.62,
Пензенская область,56000000,2005,4054.3,0.8165
Пензенская область,56000000,2006,4524.18,0.8704
Пензенская область,56000000,2007,5277.46,0.8605
Пензенская область,56000000,2008,5944.36,0.8338
Пензенская область,56000000,2009,6531.28,0.839
Пензенская область,56000000,2010,7531.52,0.864
Пензенская область,56000000,2011,8027.46,0.831
Пензенская область,56000000,2012,8379.5,0.846
Пензенская область,56000000,2013,8937.99,0.842
Пензенская область,56000000,2014,10336.27,0.824
Пензенская область,56000000,2015,11945.3,0.825
Пензенская область,56000000,2016,12675.9,0.834
Пензенская область,56000000,2017,13073.47,0.842
Пензенская область,56000000,2018,13713.2,0.846
Пензенская область,56000000,2019,14006.25,0.849
Пензенская область,56000000,2020,14940.84,0.848
Пензенская область,56000000,2021,16212.77,0.849
Пензенская область,56000000,2022,17846.57,0.85
Пензенская область,56000000,2023,18445.42,0.85
Пензенская область,56000000,2024,20724.98,0.85
Пензенская область,56000000,2025,22082.84,0.828
Пермский край,57000000,2000,,
Пермский край,57000000,2001,,
Пермский край,57000000,2002,3255.03,
Пермский край,57000000,2003,3694.75,
Пермский край,57000000,2004,4148.85,
Пермский край,57000000,2005,4725.48,0.9202
Пермский край,57000000,2006,5183.63,0.9372
Пермский край,57000000,2007,6167.81,0.9449
Пермский край,57000000,2008,7190.9,0.9322
Пермский край,57000000,2009,7821.74,0.958
Пермский край,57000000,2010,8882.33,0.924
Пермский край,57000000,2011,9215.2,0.963
Пермский край,57000000,2012,9914.52,0.967
Пермский край,57000000,2013,10404.08,0.968
Пермский край,57000000,2014,11676.78,0.963
Пермский край,57000000,2015,12874.1,0.96
Пермский край,57000000,2016,13553.42,0.96
Пермский край,57000000,2017,13929.99,0.957
Пермский край,57000000,2018,14663.02,0.951
Пермский край,57000000,2019,15037.81,0.953
Пермский край,57000000,2020,16004.91,0.953
Пермский край,57000000,2021,17434.11,0.953
Пермский край,57000000,2022,19440.38,0.952
Пермский край,57000000,2023,20752.34,0.952
Пермский край,57000000,2024,23429.08,0.952
Пермский край,57000000,2025,25560.4,0.962
Приволжский федеральный округ,0,2000,,
Приволжский федеральный округ,0,2001,,
Приволжский федеральный округ,0,2002,2950.13,
Приволжский федеральный округ,0,2003,3236.98,
Приволжский федеральный округ,0,2004,3713.58,
Приволжский федеральный округ,0,2005,4225.08,
Приволжский федеральный округ,0,2006,4678.48,
Приволжский федеральный округ,0,2007,5471.48,
Приволжский федеральный округ,0,2008,6254.48,
Приволжский федеральный округ,0,2009,6835.06,
Приволжский федеральный округ,0,2010,7766.85,
Приволжский федеральный округ,0,2011,8180.7,
Приволжский федеральный округ,0,2012,8874.93,
Приволжский федеральный округ,0,2013,9671.54,
Приволжский федеральный округ,0,2014,10959.28,
Приволжский федеральный округ,0,2015,12169.52,
Приволжский федеральный округ,0,2016,12959.01,
Приволжский федеральный округ,0,2017,13341.36,
Приволжский федеральный округ,0,2018,13933.33,
Приволжский федеральный округ,0,2019,14345.78,
Приволжский федеральный округ,0,2020,15212.04,
Приволжский федеральный округ,0,2021,16588.74,
Приволжский федеральный округ,0,2022,18209.39,
Приволжский федеральный округ,0,2023,19178.29,
Приволжский федеральный округ,0,2024,21382.49,
Приволжский федеральный округ,0,2025,23075.02,
Приморский край,5000000,2000,,
Приморский край,5000000,2001,,
Приморский край,5000000,2002,3965.95,
Приморский край,5000000,2003,4626.05,
Приморский край,5000000,2004,5123,
Приморский край,5000000,2005,6055.07,1.4143
Приморский край,5000000,2006,6518.2,1.3053
Приморский край,5000000,2007,7440.98,1.2104
Приморский край,5000000,2008,8588.88,1.211
Приморский край,5000000,2009,9518.65,1.194
Приморский край,5000000,2010,10472.35,1.184
Приморский край,5000000,2011,11188.58,1.2
Приморский край,5000000,2012,11895,1.184
Приморский край,5000000,2013,13012.12,1.192
Приморский край,5000000,2014,14636.02,1.187
Приморский край,5000000,2015,16118.06,1.187
Приморский край,5000000,2016,16925.91,1.19
Приморский край,5000000,2017,17119.39,1.195
Приморский край,5000000,2018,17833.14,1.19
Приморский край,5000000,2019,18486.8,1.179
Приморский край,5000000,2020,19243.08,1.168
Приморский край,5000000,2021,20830.45,1.172
Приморский край,5000000,2022,22856.89,1.167
Приморский край,5000000,2023,24881.29,1.167
Приморский край,5000000,2024,27126.49,1.167
Приморский край,5000000,2025,29220.77,1.132
Псковская область,58000000,2000,,
Псковская область,58000000,2001,,
Псковская область,58000000,2002,2670.34,
Псковская область,58000000,2003,3016.05,
